,Unnamed: 0,Unnamed: 0.1,text,Stopword,grup
5,369,369,bts jimin declared himself the worst player after his self sabotage ,"['bts', 'jimin', 'declared', 'worst', 'player', 'self', 'sabotage']",bts
6,370,370,bts ultra practical suga turned their game into an economy lesson ,"['bts', 'ultra', 'practical', 'suga', 'turned', 'game', 'economy', 'lesson']",bts
7,371,371,bts jungkook used charades to say an unmentionable word ,"['bts', 'jungkook', 'used', 'charades', 'say', 'unmentionable', 'word']",bts
10,374,374,when bts jhope says do this even suga can say no ,"['bts', 'jhope', 'says', 'even', 'suga', 'say']",bts
12,376,376,bts jhope explained that no he isn flying low it just fashion ,"['bts', 'jhope', 'explained', 'flying', 'low', 'fashion']",bts
21,385,385,bts jin and rm once ditched practice to catch pokemon ,"['bts', 'jin', 'rm', 'ditched', 'practice', 'catch', 'pokemon']",bts
22,386,386,the mystery of bts sunflowers has finally been solved ,"['mystery', 'bts', 'sunflowers', 'finally', 'solved']",bts
24,388,388,bts jin is reeling lee hyun back into his fishing squad ,"['bts', 'jin', 'reeling', 'lee', 'hyun', 'back', 'fishing', 'squad']",bts
32,396,396,bts reveals why they named their upcoming album and all the lessons learnt since debut ,"['bts', 'reveals', 'named', 'upcoming', 'album', 'lessons', 'learnt', 'since', 'debut']",bts
34,398,398, foreign celebrities who were spotted with bt merch ,"['foreign', 'celebrities', 'spotted', 'bt', 'merch']",bts
38,402,402,bts jin believes shoes are mankind greatest invention ,"['bts', 'jin', 'believes', 'shoes', 'mankind', 'greatest', 'invention']",bts
45,409,409,here song covers done by bts jungkook ,"['song', 'covers', 'done', 'bts', 'jungkook']",bts
47,411,411,new idol group dkb reveals their goal is to be like bts ,"['new', 'idol', 'group', 'dkb', 'reveals', 'goal', 'like', 'bts']",bts
49,413,413,here are messages from bts rm that will warm your heart ,"['messages', 'bts', 'rm', 'warm', 'heart']",bts
51,415,415,bts rm and exo suho talk about the responsibilities and difficulties of being the leader ,"['bts', 'rm', 'exo', 'suho', 'talk', 'responsibilities', 'difficulties', 'leader']",bts
54,418,418, photos that prove btss jhope is boyfriend material ,"['photos', 'prove', 'btss', 'jhope', 'boyfriend', 'material']",bts
57,421,421, times bts rm was the clumsiest idol on stage ,"['times', 'bts', 'rm', 'clumsiest', 'idol', 'stage']",bts
58,422,422, bts songs that feature big hit female producer adora ,"['bts', 'songs', 'feature', 'big', 'hit', 'female', 'producer', 'adora']",bts
60,424,424,rm once revealed the contents of his wallet and was informed what it says about his brain ,"['rm', 'revealed', 'contents', 'wallet', 'informed', 'says', 'brain']",bts
65,429,429,here photos of bts being sleeping beauties ,"['photos', 'bts', 'sleeping', 'beauties']",bts
69,433,433,gfriend opens up about possible collab with bts now that their agencies have joined ,"['gfriend', 'opens', 'possible', 'collab', 'bts', 'agencies', 'joined']",bts
74,438,438,here how bts rap line outlook on life differs as shown in their own lyrics ,"['bts', 'rap', 'line', 'outlook', 'life', 'differs', 'shown', 'lyrics']",bts
78,442,442,excusing yourself watch and learn how bts jin tried to ditch his workout ,"['excusing', 'watch', 'learn', 'bts', 'jin', 'tried', 'ditch', 'workout']",bts
80,444,444,bts benefits side effects and the warning labels they need ,"['bts', 'benefits', 'side', 'effects', 'warning', 'labels', 'need']",bts
84,448,448,bts jungkook knows how to drive fans wild spoiler fake stripping ,"['bts', 'jungkook', 'knows', 'drive', 'fans', 'wild', 'spoiler', 'fake', 'stripping']",bts
88,452,452,jackson love for rm made him get sidetracked in an interview ,"['jackson', 'love', 'rm', 'made', 'get', 'sidetracked', 'interview']",bts
94,458,458, of the best viral egochallenge videos army amp bts versions ,"['best', 'viral', 'egochallenge', 'videos', 'army', 'amp', 'bts', 'versions']",bts
98,462,462,here are the big hit family heights for bts txt and lee hyun ,"['big', 'hit', 'family', 'heights', 'bts', 'txt', 'lee', 'hyun']",bts
100,464,464,bts suga reunites with american singer max at lakers game ,"['bts', 'suga', 'reunites', 'american', 'singer', 'max', 'lakers', 'game']",bts
102,466,466, times bts rm had no idea what he doing ,"['times', 'bts', 'rm', 'idea']",bts
104,468,468, meme tweets about bts txt and lee hyun family photoshoot ,"['meme', 'tweets', 'bts', 'txt', 'lee', 'hyun', 'family', 'photoshoot']",bts
106,470,470,bts jungkook and jin vs jimin and v here how to stretch your best ,"['bts', 'jungkook', 'jin', 'vs', 'jimin', 'v', 'stretch', 'best']",bts
111,475,475,grammy award winning singer rosal unknowingly reps bts with bt merch ,"['grammy', 'award', 'winning', 'singer', 'rosal', 'unknowingly', 'reps', 'bts', 'bt', 'merch']",bts
117,481,481,bts rm has jaw dropping body here proof ,"['bts', 'rm', 'jaw', 'dropping', 'body', 'proof']",bts
120,484,484,sam hammington thanks bts v for mentioning william and bentley ,"['sam', 'hammington', 'thanks', 'bts', 'v', 'mentioning', 'william', 'bentley']",bts
132,496,496,armys are pro at finding all the details in bts outro ego comeback trailer ,"['armys', 'pro', 'finding', 'details', 'bts', 'outro', 'ego', 'comeback', 'trailer']",bts
138,502,502,lyrics from suga that prove he was inspirational and savage even pre debut ,"['lyrics', 'suga', 'prove', 'inspirational', 'savage', 'even', 'pre', 'debut']",bts
141,505,505,bts drops jhope outro ego comeback trailer ,"['bts', 'drops', 'jhope', 'outro', 'ego', 'comeback', 'trailer']",bts
142,506,506, tik tok users who bear an uncanny resemblance to bts members ,"['tik', 'tok', 'users', 'bear', 'uncanny', 'resemblance', 'bts', 'members']",bts
145,509,509,a member of bts might appear on the masked singer j media hopes for jimin ,"['member', 'bts', 'might', 'appear', 'masked', 'singer', 'j', 'media', 'hopes', 'jimin']",bts
157,521,521,here photos of bts rockin the classic blonde hairstyle ,"['photos', 'bts', 'rockin', 'classic', 'blonde', 'hairstyle']",bts
160,524,524,bts v reveals his best facial features let us review them one by one ,"['bts', 'v', 'reveals', 'best', 'facial', 'features', 'let', 'us', 'review', 'one', 'one']",bts
163,527,527,bts suga is poppin on twitter and fans are loving it ,"['bts', 'suga', 'poppin', 'twitter', 'fans', 'loving']",bts
165,529,529,bts jungkook once cried after making mistake no one knew about ,"['bts', 'jungkook', 'cried', 'making', 'mistake', 'one', 'knew']",bts
167,531,531,how well do you know bts features take this quiz to find out ,"['well', 'know', 'bts', 'features', 'take', 'quiz', 'find']",bts
169,533,533,bts rm once took revenge on brave brothers for his beloved bang pd nim ,"['bts', 'rm', 'took', 'revenge', 'brave', 'brothers', 'beloved', 'bang', 'pd', 'nim']",bts
190,554,554,big hit releases the family photoshoot of bts lee hyun and txt everyone needed ,"['big', 'hit', 'releases', 'family', 'photoshoot', 'bts', 'lee', 'hyun', 'txt', 'everyone', 'needed']",bts
200,564,564,just gifs of bts cracking up by themselves to make you feel left out af ,"['gifs', 'bts', 'cracking', 'make', 'feel', 'left', 'af']",bts
202,566,566,legendary actor park yeonggyu gives bts ultimate praise ,"['legendary', 'actor', 'park', 'yeonggyu', 'gives', 'bts', 'ultimate', 'praise']",bts
213,577,577,bts suga surprised maknae jungkook with thoughtful gift and armys can handle the uwu ,"['bts', 'suga', 'surprised', 'maknae', 'jungkook', 'thoughtful', 'gift', 'armys', 'handle', 'uwu']",bts
214,578,578, times mamamoo totally unleashed their inner bts fangirls ,"['times', 'mamamoo', 'totally', 'unleashed', 'inner', 'bts', 'fangirls']",bts
220,584,584,buying bts concert tickets in here everything you need to know ,"['buying', 'bts', 'concert', 'tickets', 'everything', 'need', 'know']",bts
231,595,595, more bts memes that deserve standing ovation ,"['bts', 'memes', 'deserve', 'standing', 'ovation']",bts
238,602,602,bts jin revealed what kind of roles he would want as an actor ,"['bts', 'jin', 'revealed', 'kind', 'roles', 'would', 'want', 'actor']",bts
246,610,610,in honor of btss time for kids cover lets celebrate times army supported charities ,"['honor', 'btss', 'time', 'kids', 'cover', 'lets', 'celebrate', 'times', 'army', 'supported', 'charities']",bts
248,612,612,bts rm is making the most of his free time in los angeles ,"['bts', 'rm', 'making', 'free', 'time', 'los', 'angeles']",bts
251,615,615, wise quotes from btss jin to keep you going when life gets hard ,"['wise', 'quotes', 'btss', 'jin', 'keep', 'going', 'life', 'gets', 'hard']",bts
256,620,620, photos that prove that bts v is the king of side profiles ,"['photos', 'prove', 'bts', 'v', 'king', 'side', 'profiles']",bts
257,621,621,bts suga posts photo with rapper logic now we all want collab ,"['bts', 'suga', 'posts', 'photo', 'rapper', 'logic', 'want', 'collab']",bts
258,622,622,this army likes bts v so much she asking for help to get married to him ,"['army', 'likes', 'bts', 'v', 'much', 'asking', 'help', 'get', 'married']",bts
259,623,623,johnny stimson shares his gratitude for bts v cover of his song ,"['johnny', 'stimson', 'shares', 'gratitude', 'bts', 'v', 'cover', 'song']",bts
261,625,625,plastic surgeon reveals bts v eyes are actually impossible to create with surgery ,"['plastic', 'surgeon', 'reveals', 'bts', 'v', 'eyes', 'actually', 'impossible', 'create', 'surgery']",bts
263,627,627,bts jin once wanted to be like actor kim nam gil now kim nam gil wants to hang out ,"['bts', 'jin', 'wanted', 'like', 'actor', 'kim', 'nam', 'gil', 'kim', 'nam', 'gil', 'wants', 'hang']",bts
275,639,639,bts confirmed to perform at the fact music awards for their nd consecutive year ,"['bts', 'confirmed', 'perform', 'fact', 'music', 'awards', 'nd', 'consecutive', 'year']",bts
277,641,641,bts hyungs couldn keep their hands off jimin and it only so relatable ,"['bts', 'hyungs', 'keep', 'hands', 'jimin', 'relatable']",bts
283,647,647, times bts jimin went viral with locals on social media ,"['times', 'bts', 'jimin', 'went', 'viral', 'locals', 'social', 'media']",bts
285,649,649,the stories behind jungkook iconic mad as hell but hot af performance ,"['stories', 'behind', 'jungkook', 'iconic', 'mad', 'hell', 'hot', 'af', 'performance']",bts
287,651,651,a homeless man gave bts advice that they re still following years later ,"['homeless', 'man', 'gave', 'bts', 'advice', 'still', 'following', 'years', 'later']",bts
291,655,655, times bts jimin made us fall for his shy side ,"['times', 'bts', 'jimin', 'made', 'us', 'fall', 'shy', 'side']",bts
292,656,656,these bed selfies will make you wish btss suga was your cuddle buddy ,"['bed', 'selfies', 'make', 'wish', 'btss', 'suga', 'cuddle', 'buddy']",bts
300,664,664,meet the brazilian choreographer behind bts black swan dance ,"['meet', 'brazilian', 'choreographer', 'behind', 'bts', 'black', 'swan', 'dance']",bts
303,667,667, liners jungkook cha eunwoo jaehyun yugyeom and mingyu went out for hotdogs together ,"['liners', 'jungkook', 'cha', 'eunwoo', 'jaehyun', 'yugyeom', 'mingyu', 'went', 'hotdogs', 'together']",bts
304,668,668,bts v latest playlist great songs to add to your own ,"['bts', 'v', 'latest', 'playlist', 'great', 'songs', 'add']",bts
308,672,672,these are officially the most underappreciated bts tracks from love yourself era ,"['officially', 'underappreciated', 'bts', 'tracks', 'love', 'era']",bts
318,682,682,bts black swan performance hits over views in just one day ,"['bts', 'black', 'swan', 'performance', 'hits', 'views', 'one', 'day']",bts
320,684,684,bts suga tried his best to make rm lose but was shocked he failed ,"['bts', 'suga', 'tried', 'best', 'make', 'rm', 'lose', 'shocked', 'failed']",bts
321,685,685, times bts rm said not today to answering sensitive interview questions ,"['times', 'bts', 'rm', 'said', 'today', 'answering', 'sensitive', 'interview', 'questions']",bts
322,686,686,bts jungkook sheds tears as he reads heartfelt letter to armys ,"['bts', 'jungkook', 'sheds', 'tears', 'reads', 'heartfelt', 'letter', 'armys']",bts
324,688,688, reasons why bts may have used autotune for black swan according to fan tybutdisagree ,"['reasons', 'bts', 'may', 'used', 'autotune', 'black', 'swan', 'according', 'fan', 'tybutdisagree']",bts
334,698,698,lauv hints at new track featuring bts releasing this march ,"['lauv', 'hints', 'new', 'track', 'featuring', 'bts', 'releasing', 'march']",bts
335,699,699, pop fans thank james corden for the legendary stage and camerawork for bts ,"['pop', 'fans', 'thank', 'james', 'corden', 'legendary', 'stage', 'camerawork', 'bts']",bts
337,701,701,armys are loving bts efforts to speak more english during interviews ,"['armys', 'loving', 'bts', 'efforts', 'speak', 'english', 'interviews']",bts
340,704,704,bts bermuda unit is back at it again on james corden the late late show ,"['bts', 'bermuda', 'unit', 'back', 'james', 'corden', 'late', 'late', 'show']",bts
341,705,705,bts jhope and v beauty tips here how to get better skin ,"['bts', 'jhope', 'v', 'beauty', 'tips', 'get', 'better', 'skin']",bts
342,706,706, details in bts black swan choreography that show jimin dancer gene ,"['details', 'bts', 'black', 'swan', 'choreography', 'show', 'jimin', 'dancer', 'gene']",bts
343,707,707,bts v and jhope share how james corden made them feel at ease ,"['bts', 'v', 'jhope', 'share', 'james', 'corden', 'made', 'feel', 'ease']",bts
345,709,709,bts jhope handled his black swan stage accident like pro ,"['bts', 'jhope', 'handled', 'black', 'swan', 'stage', 'accident', 'like', 'pro']",bts
347,711,711,bts jin v and jhope handle on stage mistakes in very different ways ,"['bts', 'jin', 'v', 'jhope', 'handle', 'stage', 'mistakes', 'different', 'ways']",bts
348,712,712,bts army raises over and counting for childrens charity to thank james corden ,"['bts', 'army', 'raises', 'counting', 'childrens', 'charity', 'thank', 'james', 'corden']",bts
349,713,713,tvn apologizes for tv hosts remarks about bts jungkook and jhope ,"['tvn', 'apologizes', 'tv', 'hosts', 'remarks', 'bts', 'jungkook', 'jhope']",bts
352,716,716,analysis shows what each bts members handwriting says about their personality ,"['analysis', 'shows', 'bts', 'members', 'handwriting', 'says', 'personality']",bts
354,718,718,ashton kutcher threw bts jin over his shoulders like sack of potatoes ,"['ashton', 'kutcher', 'threw', 'bts', 'jin', 'shoulders', 'like', 'sack', 'potatoes']",bts
359,723,723,bts rm keeps dropping the same hint for their upcoming album ,"['bts', 'rm', 'keeps', 'dropping', 'hint', 'upcoming', 'album']",bts
360,724,724,bts jungkook proves he a stealth master at hide and seek ,"['bts', 'jungkook', 'proves', 'stealth', 'master', 'hide', 'seek']",bts
361,725,725,bts jin compares his visuals to top hollywood celebrities ,"['bts', 'jin', 'compares', 'visuals', 'top', 'hollywood', 'celebrities']",bts
363,727,727,recent shots of bts jungkook stir up the internet for proving his potential to be runway model ,"['recent', 'shots', 'bts', 'jungkook', 'stir', 'internet', 'proving', 'potential', 'runway', 'model']",bts
364,728,728, flying kisses from bts jin to make your heart flutter ,"['flying', 'kisses', 'bts', 'jin', 'make', 'heart', 'flutter']",bts
366,730,730,son seung yeon says bts v went up to her and asked for her number ,"['son', 'seung', 'yeon', 'says', 'bts', 'v', 'went', 'asked', 'number']",bts
374,738,738,bts perform black swan for the first time on james corden the late late show ,"['bts', 'perform', 'black', 'swan', 'first', 'time', 'james', 'corden', 'late', 'late', 'show']",bts
380,744,744,here a list of items bts jungkook has bought and tested ,"['list', 'items', 'bts', 'jungkook', 'bought', 'tested']",bts
382,746,746,james corden brings surprise gift to armys waiting for the show ,"['james', 'corden', 'brings', 'surprise', 'gift', 'armys', 'waiting', 'show']",bts
384,748,748,bts adds another show to their map of the soul world tour ,"['bts', 'adds', 'another', 'show', 'map', 'soul', 'world', 'tour']",bts
389,753,753,bts reveals how they met up with ariana grande ,"['bts', 'reveals', 'met', 'ariana', 'grande']",bts
393,757,757,bts jhope tried to use suga logic to his advantage ,"['bts', 'jhope', 'tried', 'use', 'suga', 'logic', 'advantage']",bts
396,760,760,bts jin scolded for congratulating their opponents ,"['bts', 'jin', 'scolded', 'congratulating', 'opponents']",bts
397,761,761,polish tv show under fire for remarks about bts jungkook and j hope ,"['polish', 'tv', 'show', 'fire', 'remarks', 'bts', 'jungkook', 'j', 'hope']",bts
402,766,766,bts jimin has special skill charming every host he meets ,"['bts', 'jimin', 'special', 'skill', 'charming', 'every', 'host', 'meets']",bts
406,770,770,epik high tablo shares funny story about bts suga and rm ,"['epik', 'high', 'tablo', 'shares', 'funny', 'story', 'bts', 'suga', 'rm']",bts
408,772,772,bts jin fanboy love for brad pitt is still going strong ,"['bts', 'jin', 'fanboy', 'love', 'brad', 'pitt', 'still', 'going', 'strong']",bts
412,776,776,big hit entertainment clarifies bts rm little blunder on iheartradio live ,"['big', 'hit', 'entertainment', 'clarifies', 'bts', 'rm', 'little', 'blunder', 'iheartradio', 'live']",bts
427,791,791,ariana grande screamed when she watched btss rehearsals ,"['ariana', 'grande', 'screamed', 'watched', 'btss', 'rehearsals']",bts
437,801,801,touching gesture rm did when bts won this specific award ,"['touching', 'gesture', 'rm', 'bts', 'specific', 'award']",bts
440,804,804,this is bts vs billion krw luxury apartment view ,"['bts', 'vs', 'billion', 'krw', 'luxury', 'apartment', 'view']",bts
455,819,819,bts reveals how they overcome the negativity from haters ,"['bts', 'reveals', 'overcome', 'negativity', 'haters']",bts
456,820,820,bts jimin awkward grammys moment with dj khaled is relatable af ,"['bts', 'jimin', 'awkward', 'grammys', 'moment', 'dj', 'khaled', 'relatable', 'af']",bts
457,821,821,bts paid their respects to the late kobe bryant at the grammys ,"['bts', 'paid', 'respects', 'late', 'kobe', 'bryant', 'grammys']",bts
459,823,823,bts totally stressed out grammys announcer before the show ,"['bts', 'totally', 'stressed', 'grammys', 'announcer', 'show']",bts
461,825,825,these gorgeous army bomb customizations will make you jealous of fans talent ,"['gorgeous', 'army', 'bomb', 'customizations', 'make', 'jealous', 'fans', 'talent']",bts
463,827,827,bts grammy performance was just as much of surprise to them as it was to fans ,"['bts', 'grammy', 'performance', 'much', 'surprise', 'fans']",bts
466,830,830,bts shy boy made heartwarming wish after the grammys ,"['bts', 'shy', 'boy', 'made', 'heartwarming', 'wish', 'grammys']",bts
470,834,834,bts v has all the locals asking who is the man in black ,"['bts', 'v', 'locals', 'asking', 'man', 'black']",bts
472,836,836,bts totally forgot it was lunar new year until jin received game event notification ,"['bts', 'totally', 'forgot', 'lunar', 'new', 'year', 'jin', 'received', 'game', 'event', 'notification']",bts
473,837,837,bts spills on rm backstage habits following the grammys ,"['bts', 'spills', 'rm', 'backstage', 'habits', 'following', 'grammys']",bts
476,840,840,bts shares thoughts on their historic grammy performance with lil nas ,"['bts', 'shares', 'thoughts', 'historic', 'grammy', 'performance', 'lil', 'nas']",bts
488,852,852,bts talks about their upcoming album and also reveal all the collaborations they want to do ,"['bts', 'talks', 'upcoming', 'album', 'also', 'reveal', 'collaborations', 'want']",bts
506,870,870,naeun eden stopped in her tracks when she saw the prettiest bts members doll ,"['naeun', 'eden', 'stopped', 'tracks', 'saw', 'prettiest', 'bts', 'members', 'doll']",bts
526,890,890,jimin wore these scandalously sexy pants and fans didnt even notice ,"['jimin', 'wore', 'scandalously', 'sexy', 'pants', 'fans', 'didnt', 'even', 'notice']",bts
529,893,893,jin won trophy for being worldwide handsome so now its official ,"['jin', 'trophy', 'worldwide', 'handsome', 'official']",bts
530,894,894,actor lee won geun revealed what btss jin was like in college ,"['actor', 'lee', 'geun', 'revealed', 'btss', 'jin', 'like', 'college']",bts
535,899,899,btss joined armys chatroom and ended up getting scolded ,"['btss', 'joined', 'armys', 'chatroom', 'ended', 'getting', 'scolded']",bts
538,902,902,bts v winter bear hits million streams on soundcloud here why it a big deal ,"['bts', 'v', 'winter', 'bear', 'hits', 'million', 'streams', 'soundcloud', 'big', 'deal']",bts
539,903,903,bts rm fly was down so he boldly zipped it up on national television ,"['bts', 'rm', 'fly', 'boldly', 'zipped', 'national', 'television']",bts
540,904,904, gifs of bts hyungs petting jungkook because they can ,"['gifs', 'bts', 'hyungs', 'petting', 'jungkook']",bts
542,906,906, times bts j hope made it look like he casting spell on the members ,"['times', 'bts', 'j', 'hope', 'made', 'look', 'like', 'casting', 'spell', 'members']",bts
549,913,913,the boyz younghoon unleashed his inner army when he spotted bts standee ,"['boyz', 'younghoon', 'unleashed', 'inner', 'army', 'spotted', 'bts', 'standee']",bts
561,925,925,find yourself friend who will protect you like bts jin protects rm ,"['find', 'friend', 'protect', 'like', 'bts', 'jin', 'protects', 'rm']",bts
564,928,928, stages where bts left the audience speechless ,"['stages', 'bts', 'left', 'audience', 'speechless']",bts
570,934,934,check out the river view from bts v new not so humble abode ,"['check', 'river', 'view', 'bts', 'v', 'new', 'humble', 'abode']",bts
580,944,944,bts was treated like backup dancers in the grammys and armys are furious ,"['bts', 'treated', 'like', 'backup', 'dancers', 'grammys', 'armys', 'furious']",bts
598,962,962,bts jin gets praised for spreading self compassion in korean society ,"['bts', 'jin', 'gets', 'praised', 'spreading', 'self', 'compassion', 'korean', 'society']",bts
600,964,964,proof that bts looks good in any hair color ,"['proof', 'bts', 'looks', 'good', 'hair', 'color']",bts
601,965,965, bts photos that fry my bacon let meme it ,"['bts', 'photos', 'fry', 'bacon', 'let', 'meme']",bts
606,970,970,auction for bts microphones ends with jaw droppingly high bid ,"['auction', 'bts', 'microphones', 'ends', 'jaw', 'droppingly', 'high', 'bid']",bts
611,975,975,bts jin reacts to his trainer worldwide shoulders measurements ,"['bts', 'jin', 'reacts', 'trainer', 'worldwide', 'shoulders', 'measurements']",bts
615,979,979,bts really decided to prank member by leaving him behind alone ,"['bts', 'really', 'decided', 'prank', 'member', 'leaving', 'behind', 'alone']",bts
625,989,989,diplo calls for bts solo performance at the grammy awards ,"['diplo', 'calls', 'bts', 'solo', 'performance', 'grammy', 'awards']",bts
629,993,993,bts album is officially the first korean album to go platinum in the us ,"['bts', 'album', 'officially', 'first', 'korean', 'album', 'go', 'platinum', 'us']",bts
637,1001,1001, busan students receive bts jimin scholarships thanks to army ,"['busan', 'students', 'receive', 'bts', 'jimin', 'scholarships', 'thanks', 'army']",bts
654,1018,1018, times photos proved that bts suga is an actual cat ,"['times', 'photos', 'proved', 'bts', 'suga', 'actual', 'cat']",bts
655,1019,1019,btss love yourself answer becomes the first k pop album to be certified platinum by riaa ,"['btss', 'love', 'answer', 'becomes', 'first', 'k', 'pop', 'album', 'certified', 'platinum', 'riaa']",bts
656,1020,1020,female kpop idol reveals what bts is like behind the scenes ,"['female', 'kpop', 'idol', 'reveals', 'bts', 'like', 'behind', 'scenes']",bts
667,1031,1031, of bts jungkook wishes that came true in years ,"['bts', 'jungkook', 'wishes', 'came', 'true', 'years']",bts
670,1034,1034,bts jungkook is now the singer he dreamed of becoming in ,"['bts', 'jungkook', 'singer', 'dreamed', 'becoming']",bts
671,1035,1035,news of bts grammy performance receives mixed reactions ,"['news', 'bts', 'grammy', 'performance', 'receives', 'mixed', 'reactions']",bts
676,1040,1040, times bts members became each other unofficial stylists ,"['times', 'bts', 'members', 'became', 'unofficial', 'stylists']",bts
677,1041,1041, times btss went viral with locals on social media ,"['times', 'btss', 'went', 'viral', 'locals', 'social', 'media']",bts
678,1042,1042,v named bts cutest member and it might not be who youre expecting ,"['v', 'named', 'bts', 'cutest', 'member', 'might', 'youre', 'expecting']",bts
683,1047,1047, slang words bts probably learned from army ,"['slang', 'words', 'bts', 'probably', 'learned', 'army']",bts
684,1048,1048,update bts confirmed to perform with lil nas at the grammy awards ,"['update', 'bts', 'confirmed', 'perform', 'lil', 'nas', 'grammy', 'awards']",bts
687,1051,1051, reasons why bts v is absolute boyfriend material ,"['reasons', 'bts', 'v', 'absolute', 'boyfriend', 'material']",bts
699,1063,1063,the floor marks prove just how hard bts practices for their fans ,"['floor', 'marks', 'prove', 'hard', 'bts', 'practices', 'fans']",bts
